player,route_index,route,voluntary_waits,initial_water,initial_food,samples,failures,failure_rate,failure_wilson_low,failure_wilson_high,mean_value,training_risk_budget,training_feasible
2,10,1-2-3-8-13-14-19-20-25,0,215,215,1500,107,0.07133333333333333,0.05937394629575595,0.08548271897501297,6683.471666666666,0.005,False
2,10,1-2-3-8-13-14-19-20-25,1,225,230,1500,89,0.059333333333333335,0.04846576891093947,0.07245220269711383,6611.143333333333,0.005,False
2,11,1-2-3-8-13-14-19-24-25,0,215,215,1500,42,0.028,0.020781020505694248,0.037630362094157085,7073.6466666666665,0.005,False
2,11,1-2-3-8-13-14-19-24-25,1,225,230,1500,34,0.02266666666666667,0.016265302571047073,0.03150666062315286,6950.01,0.005,False
2,12,1-2-3-8-13-18-19-20-25,0,215,215,1500,107,0.07133333333333333,0.05937394629575595,0.08548271897501297,6683.471666666666,0.005,False
2,12,1-2-3-8-13-18-19-20-25,1,225,230,1500,89,0.059333333333333335,0.04846576891093947,0.07245220269711383,6611.143333333333,0.005,False
2,13,1-2-3-8-13-18-19-24-25,0,215,215,1500,42,0.028,0.020781020505694248,0.037630362094157085,7073.6466666666665,0.005,False
2,13,1-2-3-8-13-18-19-24-25,1,225,230,1500,34,0.02266666666666667,0.016265302571047073,0.03150666062315286,6950.01,0.005,False
2,14,1-2-3-8-13-18-23-24-25,0,215,215,1500,42,0.028,0.020781020505694248,0.037630362094157085,7073.6466666666665,0.005,False
2,14,1-2-3-8-13-18-23-24-25,1,225,230,1500,34,0.02266666666666667,0.016265302571047073,0.03150666062315286,6950.01,0.005,False
2,15,1-2-7-8-9-10-15-20-25,0,215,215,1500,282,0.188,0.16903377523247706,0.20856018953691616,5803.613333333334,0.005,False
2,15,1-2-7-8-9-10-15-20-25,1,225,230,1500,169,0.11266666666666666,0.09764506278633239,0.12966710287823488,6168.993333333333,0.005,False
2,16,1-2-7-8-9-14-15-20-25,0,215,215,1500,108,0.072,0.05998329482631877,0.08620329787015658,6679.266666666666,0.005,False
2,16,1-2-7-8-9-14-15-20-25,1,225,230,1500,87,0.058,0.047261512311441406,0.07099660444519904,6619.993333333333,0.005,False
2,17,1-2-7-8-9-14-19-20-25,0,215,215,1500,41,0.027333333333333334,0.02021183428351895,0.03686962089062596,7079.048333333333,0.005,False
2,17,1-2-7-8-9-14-19-20-25,1,225,230,1500,34,0.02266666666666667,0.016265302571047073,0.03150666062315286,6949.606666666667,0.005,False
2,18,1-2-7-8-9-14-19-24-25,0,215,215,1500,8,0.005333333333333333,0.0027049287623018017,0.010488921363531084,7327.83,0.005,False
2,18,1-2-7-8-9-14-19-24-25,1,225,230,1500,11,0.007333333333333333,0.004099723207137282,0.01308390919581488,7150.786666666667,0.005,False
2,19,1-2-7-8-13-14-15-20-25,0,215,215,1500,108,0.072,0.05998329482631877,0.08620329787015658,6679.266666666666,0.005,False
2,19,1-2-7-8-13-14-15-20-25,1,225,230,1500,87,0.058,0.047261512311441406,0.07099660444519904,6619.993333333333,0.005,False
2,20,1-2-7-8-13-14-19-20-25,0,215,215,1500,41,0.027333333333333334,0.02021183428351895,0.03686962089062596,7079.048333333333,0.005,False
2,20,1-2-7-8-13-14-19-20-25,1,225,230,1500,34,0.02266666666666667,0.016265302571047073,0.03150666062315286,6949.606666666667,0.005,False
2,21,1-2-7-8-13-14-19-24-25,0,215,215,1500,8,0.005333333333333333,0.0027049287623018017,0.010488921363531084,7327.83,0.005,False
2,21,1-2-7-8-13-14-19-24-25,1,225,230,1500,11,0.007333333333333333,0.004099723207137282,0.01308390919581488,7150.786666666667,0.005,False
2,22,1-2-7-8-13-18-19-20-25,0,215,215,1500,41,0.027333333333333334,0.02021183428351895,0.03686962089062596,7079.048333333333,0.005,False
2,22,1-2-7-8-13-18-19-20-25,1,225,230,1500,34,0.02266666666666667,0.016265302571047073,0.03150666062315286,6949.606666666667,0.005,False
2,23,1-2-7-8-13-18-19-24-25,0,215,215,1500,8,0.005333333333333333,0.0027049287623018017,0.010488921363531084,7327.83,0.005,False
2,23,1-2-7-8-13-18-19-24-25,1,225,230,1500,11,0.007333333333333333,0.004099723207137282,0.01308390919581488,7150.786666666667,0.005,False
2,24,1-2-7-8-13-18-23-24-25,0,215,215,1500,8,0.005333333333333333,0.0027049287623018017,0.010488921363531084,7327.83,0.005,False
